Department,Subject,Course,Section,Instructor,A,B,C,D,F,IX,NP,P,RD,W,Total
English,ENGL,ENGL 2,2088,AGHABEGIAN DIANA E,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20
English,ENGL,ENGL 2,2089,HASSMAN T,7.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,23
English,ENGL,ENGL 2,2090,JANAKOS L D,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,25
English,ENGL,ENGL 2,2091,HASSMAN T,6.0,3.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,20
English,ENGL,ENGL 2,2092,GUSTIN M J,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16
English,ENGL,ENGL 2,2093,HASSMAN T,5.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,20
English,ENGL,ENGL 2,2094,BORETZ M S,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22
English,ENGL,ENGL 2,2095,JANAKOS L D,5.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,20
English,ENGL,ENGL 2,2096,LYNCH J J,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24
English,ENGL,ENGL 2,2097,HOTSINPILLER MATTHEW,5.0,7.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,22
English,ENGL,ENGL 2,2098,ARIEFF D E,8.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,21
English,ENGL,ENGL 2,2099,SCHAMP J L,3.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,17
English,ENGL,ENGL 2,3574,REMMES J,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11
English,ENGL,ENGL 2,3584,VISHWANADHA H,1.0,1.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,17
English,ENGL,ENGL 2,3589,NOLAN‐COFFMAN M P,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,24
English,ENGL,ENGL 2,4162,OVERALL S J,7.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,21
English,ENGL,ENGL 2,4163,KEMPER D E,7.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,24
English,ENGL,ENGL 2,4164,PADILLA M R,7.0,6.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,24
English,ENGL,ENGL 2,4165,OBA R K,5.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,26
English,ENGL,ENGL 2,4166,ENGELMANN D S,13.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26
English,ENGL,ENGL 2,4167,MARTINEZ‐GIL C,15.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28
English,ENGL,ENGL 2,4168,SOSNER J A,13.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,27
English,ENGL,ENGL 2,4169,FREDRICK J A,9.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,21
English,ENGL,ENGL 2,4170,KEMPER D E,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22
English,ENGL,ENGL 3,4171,HUMPHREY T F,22.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27
English,ENGL,ENGL 4,2100,ZEHR D M,14.0,11.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,34
English,ENGL,ENGL 4,4172,MATTESSICH S N,11.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,20
English,ENGL,ENGL 5,2101,DRISCOLL L V,37.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,43
English,ENGL,ENGL 5,4173,ROSS M S,10.0,7.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,34
English,ENGL,ENGL 6,2102,DOSSETT G H,10.0,8.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,32
English,ENGL,ENGL 7,2103,PACCHIOLI J J,7.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,29
English,ENGL,ENGL 8,2104,ROSS M S,9.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,30
English,ENGL,ENGL 10,2105,EDELMANN C,14.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27
English,ENGL,ENGL 14,2106,ENGELMANN D S,17.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27
English,ENGL,ENGL 20,2108,GARCIA M S,7.0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,21
English,ENGL,ENGL 20,2109,KRUG J M,6.0,10.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,25
English,ENGL,ENGL 20,2110,PAK M,2.0,5.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,19
English,ENGL,ENGL 20,2111,TODD G T,2.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,24
English,ENGL,ENGL 20,2112,PRITCHARD L A,2.0,12.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,31
English,ENGL,ENGL 20,2113,PRITCHARD L A,4.0,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,29
English,ENGL,ENGL 20,2114,PRITCHARD L A,2.0,7.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,23
English,ENGL,ENGL 20,2115,TODD G T,3.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,21
English,ENGL,ENGL 20,2116,KRUG J M,5.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,26
English,ENGL,ENGL 20,4175,WOODRUFF S K,1.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,19
English,ENGL,ENGL 21A,2117,ORR P L,5.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,25
English,ENGL,ENGL 21A,2118,FUCHS C A,2.0,10.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,26
English,ENGL,ENGL 21A,2119,TATERI J S,0.0,3.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0,21
English,ENGL,ENGL 21A,2120,SANDSTROM J L,2.0,7.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,10.0,28
English,ENGL,ENGL 21A,2121,HELLER G R,1.0,2.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,23
English,ENGL,ENGL 21A,2122,BLACKWELL N,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25
English,ENGL,ENGL 21A,2123,JOHNSON D J,1.0,9.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,25
English,ENGL,ENGL 21A,2124,ANDERSON E,2.0,5.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,5.0,23
English,ENGL,ENGL 21A,2125,STERR S D,11.0,8.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,38
English,ENGL,ENGL 21A,2127,ORR P L,7.0,7.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,26
English,ENGL,ENGL 21A,2128,TATERI J S,0.0,5.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,26
English,ENGL,ENGL 21A,2129,MOTOIKE K J,2.0,6.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,22
English,ENGL,ENGL 21A,2130,MAVROMATI A C,2.0,7.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,2.0,23
English,ENGL,ENGL 21A,2131,ALLEN J R,2.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,23
English,ENGL,ENGL 21A,2132,DEMPSEY A L,12.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,27
English,ENGL,ENGL 21A,2133,ROBERTS P S,2.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,26
English,ENGL,ENGL 21A,2135,PAIK‐SCHOENBERG J,2.0,7.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,11.0,38
English,ENGL,ENGL 21A,2136,HELLER G R,0.0,2.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,8.0,22
English,ENGL,ENGL 21A,2137,CARDENAS T P,20.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,28
English,ENGL,ENGL 21A,2138,NASON N B,7.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,25
English,ENGL,ENGL 21A,2140,STERR S D,12.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,36
English,ENGL,ENGL 21A,2141,ANDERSON E,3.0,5.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,23
English,ENGL,ENGL 21A,2142,KARRON R,8.0,11.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,26
English,ENGL,ENGL 21A,2143,NELSON LAUNA A,6.0,6.0,9.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,27
English,ENGL,ENGL 21A,2144,PADILLA E,15.0,11.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,37
English,ENGL,ENGL 21A,2145,PAIK‐SCHOENBERG J,4.0,6.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,28
English,ENGL,ENGL 21A,2146,FONSECA M L,1.0,5.0,11.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0,32
English,ENGL,ENGL 21A,2147,JOHNSON D J,3.0,11.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,26
English,ENGL,ENGL 21A,2148,MARTINEZ‐GIL C,6.0,10.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,30
English,ENGL,ENGL 21A,2149,ANDERSON E,3.0,4.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,20
English,ENGL,ENGL 21A,2150,BLACKWELL N,7.0,6.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,28
English,ENGL,ENGL 21A,2151,MILLER N A,0.0,7.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,23
English,ENGL,ENGL 21A,2152,COLTON P M,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28
English,ENGL,ENGL 21A,2153,DIXON M J,8.0,8.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,25
English,ENGL,ENGL 21A,2154,NICHOLS E,6.0,8.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,25
English,ENGL,ENGL 21A,2155,NELSON LAUNA A,4.0,3.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,24
English,ENGL,ENGL 21A,2156,HELLER G R,2.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,9.0,23
English,ENGL,ENGL 21A,2157,KAUFFMAN S R,4.0,10.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,25
English,ENGL,ENGL 21A,2158,HARTMAN M,6.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,24
English,ENGL,ENGL 21A,2159,LANDAU D M E,0.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,31
English,ENGL,ENGL 21A,2160,PADILLA E,21.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,32
English,ENGL,ENGL 21A,2161,MAVROMATI A C,2.0,6.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,6.0,27
English,ENGL,ENGL 21A,2163,KAUFFMAN S R,1.0,6.0,7.0,3.0,3.0,0.0,0.0,1.0,0.0,4.0,25
English,ENGL,ENGL 21A,2164,NELSON LAUNA A,7.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,22
English,ENGL,ENGL 21A,2165,MILLER N A,1.0,5.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,7.0,25
English,ENGL,ENGL 21A,2166,LANDAU D M E,0.0,6.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,27
English,ENGL,ENGL 21A,2167,YOUNG R U,4.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,23
English,ENGL,ENGL 21A,2169,HARTMAN M,4.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,25
English,ENGL,ENGL 21A,2171,LANDAU D M E,0.0,5.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0,10.0,32
English,ENGL,ENGL 21A,2174,YOUNG R U,2.0,7.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,25
English,ENGL,ENGL 21A,2175,ROBINSON B,10.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,23
English,ENGL,ENGL 21A,4176,WILL L J,6.0,2.0,4.0,1.0,8.0,1.0,0.0,0.0,0.0,3.0,25
English,ENGL,ENGL 21A,4177,DESAI D H,4.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,18
English,ENGL,ENGL 21A,4178,ROBINSON B,4.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,22
English,ENGL,ENGL 21A,4180,PHILLIPS L K,5.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,25
English,ENGL,ENGL 21B,2176,CARDENAS T P,14.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27
English,ENGL,ENGL 21B,2177,LIVANIS L,1.0,12.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,29
English,ENGL,ENGL 21B,2178,BOSTICK J D,5.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,26
English,ENGL,ENGL 21B,2179,NASON N B,3.0,6.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,26
English,ENGL,ENGL 21B,2180,MOTOIKE K J,3.0,7.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,3.0,25
English,ENGL,ENGL 21B,2181,COLMER I H,3.0,5.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,22
English,ENGL,ENGL 21B,2182,FUCHS C A,3.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,26
English,ENGL,ENGL 21B,2183,POSSEMATO F,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
English,ENGL,ENGL 21B,2184,CARDENAS T P,16.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,27
English,ENGL,ENGL 21B,2185,LIVANIS L,2.0,16.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,32
English,ENGL,ENGL 21B,2186,RUBIO G H,1.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,6.0,23
English,ENGL,ENGL 21B,2187,BOSTICK J D,5.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,27
English,ENGL,ENGL 21B,2188,DIXON M J,2.0,6.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,26
English,ENGL,ENGL 21B,2190,DOUCET W J,11.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,40
English,ENGL,ENGL 21B,2191,FUCHS C A,3.0,2.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,6.0,26
English,ENGL,ENGL 21B,2192,CONSTANTIN G N,14.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,25
English,ENGL,ENGL 21B,2193,POSSEMATO F,19.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23
English,ENGL,ENGL 21B,2194,DOUCET W J,12.0,7.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,37
English,ENGL,ENGL 21B,2196,DESAI D H,6.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,22
English,ENGL,ENGL 21B,2197,CONSTANTIN G N,11.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,25
English,ENGL,ENGL 21B,4181,BELL S L,11.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,27
English,ENGL,ENGL 22,2198,ROBERTS P S,4.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,18
English,ENGL,ENGL 26,2199,REMMES J,1.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,10
English,ENGL,ENGL 30A,2200,PADILLA M R,11.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
English,ENGL,ENGL 30A,2201,BURAK C D,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,16
English,ENGL,ENGL 30A,4182,KRUSOE J A,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24
English,ENGL,ENGL 30A,4183,PADILLA M R,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,18
English,ENGL,ENGL 30B,2202,PADILLA M R,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11
English,ENGL,ENGL 30B,2203,BURAK C D,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
English,ENGL,ENGL 30B,4184,PADILLA M R,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6
English,ENGL,ENGL 30B,4185,KRUSOE J A,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21
English,ENGL,ENGL 31,2204,CAGGIANO S E,4.0,8.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,20
English,ENGL,ENGL 34,4186,DOUCET W J,2.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,13
English,ENGL,ENGL 49,2206,VISHWANADHA H,2.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,19
English,ENGL,ENGL 50,2207,STERR S D,11.0,14.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,34
English,ENGL,ENGL 51,4187,REMMES J,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,9
English,ENGL,ENGL 52,4188,DEL GEORGE D K,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
English,ENGL,ENGL 80,2208,SHAPIRO E P,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,8.0,29
English,ENGL,ENGL 84W,2209,TATERI J S,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,3.0,18
English,ENGL,ENGL 85,2210,MARKARIAN E A,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,8.0,31
English,ENGL,ENGL 85,2211,JAMES K R,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,11.0,29
English,ENGL,ENGL 85,2212,MARKARIAN E A,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,8.0,36
English,ENGL,ENGL 85,2213,JAMES K R,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,10.0,27
English,ENGL,ENGL 85,2214,WRIGHT N E,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,4.0,27
English,ENGL,ENGL 85,2215,KLEMP R M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,5.0,26
English,ENGL,ENGL 85,2216,WEATHERFORD K C,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,5.0,33
English,ENGL,ENGL 85,2217,WEATHERFORD K C,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,1.0,28
English,ENGL,ENGL 85,2218,KRUG J M,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,5.0,29
English,ENGL,ENGL 85,2219,WRIGHT N E,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,5.0,25
English,ENGL,ENGL 85,2220,O'HARA D M,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,4.0,25
English,ENGL,ENGL 85,2221,MARKARIAN E A,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,1.0,32
English,ENGL,ENGL 85,2222,HIOUREAS E C,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,4.0,25
English,ENGL,ENGL 85,2223,JAMES K R,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,7.0,32
English,ENGL,ENGL 85,2224,NICHOLS E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,4.0,25
English,ENGL,ENGL 85,2225,WEATHERFORD K C,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,8.0,26
English,ENGL,ENGL 85,2226,SCHNITZLER A P,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,12.0,26
English,ENGL,ENGL 85,2227,O'HARA D M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,10.0,24
English,ENGL,ENGL 85,2228,SCHNITZLER A P,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,13.0,26
English,ENGL,ENGL 85,2229,COLTON P M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,3.0,21
English,ENGL,ENGL 85,2230,SHAPIRO E P,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,1.0,19
English,ENGL,ENGL 85,3536,CASSARO J A,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,4.0,23
English,ENGL,ENGL 85,3542,CASSARO J A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,21
English,ENGL,ENGL 85,3575,DIAZ D M,0.0,0.0,0.0,0.0,0.0,1.0,3.0,15.0,0.0,3.0,22
English,ENGL,ENGL 85,4189,HAVENNER J K,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,4.0,21
English,ENGL,ENGL 85,4190,SHAPIRO E P,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,6.0,23
English,HUM,HUM 26,2567,REMMES J,1.0,4.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,27
English,REL ST,REL ST 51,4469,REMMES J,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,11
English,REL ST,REL ST 52,4470,DEL GEORGE D K,11.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
ESL,ESL,ESL 10G,2244,LEVEQUE V F,0.0,7.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,26
ESL,ESL,ESL 10G,2245,YENSER S J,1.0,6.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,25
ESL,ESL,ESL 10G,2246,ELLIS T L,4.0,8.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,26
ESL,ESL,ESL 10G,2247,HOROWITZ R S,2.0,9.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,25
ESL,ESL,ESL 10G,2248,BEDERMAN S M,0.0,8.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,19
ESL,ESL,ESL 10G,3564,DELLAPASQUA L C,0.0,9.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,25
ESL,ESL,ESL 10G,4192,BORGARDT M L,5.0,9.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,23
ESL,ESL,ESL 10G,4193,TORREZ P J,5.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,16
ESL,ESL,ESL 10W,2249,KOENIG GOLOMBEK L K,3.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,26
ESL,ESL,ESL 10W,2250,CHRISTY A,5.0,1.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,23
ESL,ESL,ESL 10W,2251,SPECTOR A L,2.0,5.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,25
ESL,ESL,ESL 10W,2252,STIVENER M,1.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,5.0,26
ESL,ESL,ESL 10W,2253,KUGEL N,1.0,10.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,25
ESL,ESL,ESL 10W,4194,KUNIMOTO T A,1.0,8.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,24
ESL,ESL,ESL 11A,2254,HARDACREDECERQU B L,0.0,3.0,9.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,25
ESL,ESL,ESL 11A,2255,LODMER E L,0.0,6.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,27
ESL,ESL,ESL 11A,2256,MARASCO J A,0.0,4.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,23
ESL,ESL,ESL 11A,2257,KAHN A B,0.0,4.0,16.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,26
ESL,ESL,ESL 11A,2258,JAFFE S R,2.0,4.0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,28
ESL,ESL,ESL 11A,2259,MORGAN J S,0.0,9.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,25
ESL,ESL,ESL 11A,2261,GRAZIADEI K N,0.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,24
ESL,ESL,ESL 11A,2262,KIM E,0.0,4.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,22
ESL,ESL,ESL 11A,2263,WOLFE R A,1.0,5.0,10.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,25
ESL,ESL,ESL 11A,4196,ALLING B J,2.0,7.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,24
ESL,ESL,ESL 11B,2264,KAHN A B,3.0,3.0,6.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,24
ESL,ESL,ESL 11B,2265,LEVITT D J,2.0,2.0,5.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,19
ESL,ESL,ESL 11B,2266,IBARAKI A T,1.0,4.0,7.0,1.0,4.0,0.0,2.0,2.0,0.0,3.0,24
ESL,ESL,ESL 11B,2267,MARASCO J A,0.0,1.0,9.0,4.0,2.0,0.0,1.0,7.0,0.0,3.0,27
ESL,ESL,ESL 11B,2268,LEVITT D J,0.0,4.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,23
ESL,ESL,ESL 11B,2269,ALLIE S M,2.0,5.0,13.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,24
ESL,ESL,ESL 11B,4197,POOLE J R,0.0,1.0,3.0,0.0,7.0,0.0,2.0,9.0,0.0,2.0,24
ESL,ESL,ESL 14A,2272,MARASCO J A,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,20
ESL,ESL,ESL 14A,2273,SPECTOR A L,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,18
ESL,ESL,ESL 14B,2274,MARASCO J A,11.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,22
ESL,ESL,ESL 15,2275,BOSTWICK L H,11.0,12.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,31
ESL,ESL,ESL 16A,2276,NIGHTINGALE M D,3.0,5.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,13.0,27
ESL,ESL,ESL 16B,2277,CONTE HERSE V A,0.0,8.0,2.0,7.0,8.0,0.0,0.0,0.0,0.0,11.0,36
