Department,Subject,Course,Section,Instructor,A,B,C,D,F,IX,NP,P,RD,W,Total
Philosophy and Social Science,PHILOS,PHILOS 2,3145,HUFFAKER P,11.0,11.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,13.0,45
Philosophy and Social Science,PHILOS,PHILOS 2,3146,KAUFMAN S M,20.0,8.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,43
Philosophy and Social Science,PHILOS,PHILOS 2,3525,MOHSEN A M,21.0,7.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,5.0,43
Philosophy and Social Science,PHILOS,PHILOS 4,3147,KATHERINE A L,27.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,38
Philosophy and Social Science,PHILOS,PHILOS 4,3148,LLAGUNO M A,19.0,15.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,47
Philosophy and Social Science,PHILOS,PHILOS 7,3149,MOHSEN A M,19.0,13.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,47
Philosophy and Social Science,PHILOS,PHILOS 7,3150,ORTEGA G R,11.0,7.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,40
Philosophy and Social Science,PHILOS,PHILOS 7,3526,MOHSEN A M,26.0,4.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,41
Philosophy and Social Science,PHILOS,PHILOS 9,3151,KLUMPE P A,24.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,42
Philosophy and Social Science,PHILOS,PHILOS 9,3524,KLUMPE P A,13.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,33
Philosophy and Social Science,PHILOS,PHILOS 11,3152,KLUMPE P A,28.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,46
Philosophy and Social Science,PHILOS,PHILOS 20,3153,KATHERINE A L,15.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,22
Philosophy and Social Science,PHILOS,PHILOS 22,3154,QUESADA D M,39.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,50
Philosophy and Social Science,PHILOS,PHILOS 23,3155,BENNET S E,29.0,7.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,43
Philosophy and Social Science,PHILOS,PHILOS 23,3156,BENNET S E,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45
Philosophy and Social Science,PHILOS,PHILOS 23,3157,BENNET S E,20.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,37
Philosophy and Social Science,PHILOS,PHILOS 24,3158,KAUFMAN S M,24.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,35
Philosophy and Social Science,PHILOS,PHILOS 48,3159,FALCONER K L,4.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,19
Philosophy and Social Science,PHILOS,PHILOS 51,3160,OIFER E R,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
Philosophy and Social Science,PHILOS,PHILOS 51,3161,OIFER E R,5.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,20
Philosophy and Social Science,PHILOS,PHILOS 51,4408,KURVINK S J,10.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18
Philosophy and Social Science,PHILOS,PHILOS 52,3162,OIFER E R,2.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,16
Philosophy and Social Science,PHILOS,PHILOS 52,4409,KURVINK S J,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18
Philosophy and Social Science,POL SC,POL SC 1,3229,TAHVILDARANJESS R A,120.0,24.0,7.0,3.0,6.0,0.0,0.0,1.0,0.0,5.0,166
Philosophy and Social Science,POL SC,POL SC 1,3230,SCHULTZ C K,15.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,23
Philosophy and Social Science,POL SC,POL SC 1,3231,SCHULTZ C K,13.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,28
Philosophy and Social Science,POL SC,POL SC 1,3232,TAHVILDARANJESS R A,138.0,37.0,17.0,2.0,5.0,0.0,0.0,0.0,0.0,6.0,205
Philosophy and Social Science,POL SC,POL SC 1,3233,WOODS V,8.0,8.0,6.0,4.0,7.0,1.0,0.0,0.0,0.0,12.0,46
Philosophy and Social Science,POL SC,POL SC 1,3234,BUCKLEY A D,7.0,9.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,42
Philosophy and Social Science,POL SC,POL SC 1,3235,WOODS V,11.0,18.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,45
Philosophy and Social Science,POL SC,POL SC 1,3236,WOODS V,8.0,20.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,53
Philosophy and Social Science,POL SC,POL SC 1,3237,KURVINK S J,8.0,17.0,15.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,46
Philosophy and Social Science,POL SC,POL SC 1,3238,BUCKLEY A D,8.0,17.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,40
Philosophy and Social Science,POL SC,POL SC 1,3239,BUCKLEY A D,6.0,13.0,8.0,0.0,5.0,0.0,0.0,1.0,0.0,6.0,39
Philosophy and Social Science,POL SC,POL SC 1,3240,TAHVILDARANJESS R A,56.0,18.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,85
Philosophy and Social Science,POL SC,POL SC 1,3241,GORGIE F J,21.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,39
Philosophy and Social Science,POL SC,POL SC 1,3242,GORGIE F J,17.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,34
Philosophy and Social Science,POL SC,POL SC 1,3243,GORGIE F J,25.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,36
Philosophy and Social Science,POL SC,POL SC 1,3472,SHRODE R J,10.0,11.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0,7.0,41
Philosophy and Social Science,POL SC,POL SC 1,3527,MONTEIRO N,4.0,14.0,8.0,1.0,6.0,0.0,0.0,0.0,0.0,5.0,38
Philosophy and Social Science,POL SC,POL SC 1,4436,ANTOINE E R,12.0,12.0,4.0,2.0,6.0,3.0,0.0,1.0,0.0,5.0,45
Philosophy and Social Science,POL SC,POL SC 1,4505,SHRODE R J,7.0,9.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,5.0,29
Philosophy and Social Science,POL SC,POL SC 2,3244,BERMAN DIANNE R,8.0,19.0,16.0,13.0,7.0,0.0,0.0,0.0,0.0,17.0,80
Philosophy and Social Science,POL SC,POL SC 2,3245,BUCKLEY A D,5.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,29
Philosophy and Social Science,POL SC,POL SC 2,3246,BUCKLEY A D,3.0,2.0,4.0,1.0,5.0,0.0,1.0,0.0,0.0,9.0,25
Philosophy and Social Science,POL SC,POL SC 2,3247,BERMAN DIANNE R,4.0,7.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,16.0,36
Philosophy and Social Science,POL SC,POL SC 2,3248,GABLER C L,19.0,10.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0,49
Philosophy and Social Science,POL SC,POL SC 2,3249,GABLER C L,4.0,12.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,9.0,42
Philosophy and Social Science,POL SC,POL SC 5,3250,BERMAN DIANNE R,7.0,1.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,24
Philosophy and Social Science,POL SC,POL SC 5,3251,RABACH E R,9.0,9.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,29
Philosophy and Social Science,POL SC,POL SC 5,3252,RABACH E R,4.0,7.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,8.0,26
Philosophy and Social Science,POL SC,POL SC 7,3253,BERMAN DIANNE R,17.0,22.0,11.0,16.0,5.0,0.0,0.0,0.0,0.0,12.0,83
Philosophy and Social Science,POL SC,POL SC 7,3254,BERMAN DIANNE R,15.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35
Philosophy and Social Science,POL SC,POL SC 7,3255,BUCKLEY A D,23.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,36
Philosophy and Social Science,POL SC,POL SC 7,3256,BUCKLEY A D,19.0,17.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,44
Philosophy and Social Science,POL SC,POL SC 10,3259,BUCKLEY A D,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Philosophy and Social Science,POL SC,POL SC 21,3260,GREENE S A,16.0,9.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,6.0,43
Philosophy and Social Science,POL SC,POL SC 21,3261,TAHVILDARANJESS R A,140.0,25.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,175
Philosophy and Social Science,POL SC,POL SC 31,3262,DAVIS SH L,10.0,9.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,36
Philosophy and Social Science,POL SC,POL SC 31,3263,GABLER C L,16.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,31
Philosophy and Social Science,POL SC,POL SC 31,3264,GABLER C L,15.0,10.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,39
Philosophy and Social Science,POL SC,POL SC 51,3265,OIFER E R,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13
Philosophy and Social Science,POL SC,POL SC 51,3266,OIFER E R,12.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,24
Philosophy and Social Science,POL SC,POL SC 51,4437,KURVINK S J,15.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,28
Philosophy and Social Science,POL SC,POL SC 52,3267,OIFER E R,7.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,22
Philosophy and Social Science,POL SC,POL SC 52,4438,KURVINK S J,10.0,6.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,25
Philosophy and Social Science,POL SC,POL SC 88A,3268,SCHULTZ C K,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
Philosophy and Social Science,POL SC,POL SC 88B,3269,SCHULTZ C K,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Philosophy and Social Science,POL SC,POL SC 95,3270,TAHVILDARANJESS R A,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,16
Philosophy and Social Science,SOCIOL,SOCIOL 1,3353,D DEL PICCOLO G L,9.0,8.0,15.0,2.0,5.0,0.0,0.0,0.0,0.0,9.0,48
Philosophy and Social Science,SOCIOL,SOCIOL 1,3354,ROMO R,11.0,22.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,53
Philosophy and Social Science,SOCIOL,SOCIOL 1,3355,ROMO R,12.0,14.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,38
Philosophy and Social Science,SOCIOL,SOCIOL 1,3356,KLEIN M C,30.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,44
Philosophy and Social Science,SOCIOL,SOCIOL 1,3357,ROMO R,17.0,20.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,48
Philosophy and Social Science,SOCIOL,SOCIOL 1,3358,D DEL PICCOLO G L,6.0,8.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0,11.0,47
Philosophy and Social Science,SOCIOL,SOCIOL 1,3359,MASSEY R A,24.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31
Philosophy and Social Science,SOCIOL,SOCIOL 1,3360,SCAIFE M L,5.0,8.0,3.0,4.0,9.0,0.0,0.0,1.0,0.0,12.0,42
Philosophy and Social Science,SOCIOL,SOCIOL 1,3361,GHEYTANCHI E,26.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,39
Philosophy and Social Science,SOCIOL,SOCIOL 1,3362,DISHMAN W H,11.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,33
Philosophy and Social Science,SOCIOL,SOCIOL 1,3363,DISHMAN W H,5.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,25
Philosophy and Social Science,SOCIOL,SOCIOL 1,3364,MASSEY R A,0.0,7.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0,25
Philosophy and Social Science,SOCIOL,SOCIOL 1,3365,DISHMAN W H,4.0,8.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,27
Philosophy and Social Science,SOCIOL,SOCIOL 1,3366,MASSEY R A,3.0,6.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,25
Philosophy and Social Science,SOCIOL,SOCIOL 1,3367,GHEYTANCHI E,31.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48
Philosophy and Social Science,SOCIOL,SOCIOL 1,3368,GHEYTANCHI E,25.0,13.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,45
Philosophy and Social Science,SOCIOL,SOCIOL 1,3473,PHILLIPS K M,14.0,11.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,41
Philosophy and Social Science,SOCIOL,SOCIOL 1,3521,LIVINGS G S,2.0,3.0,5.0,3.0,14.0,0.0,0.0,0.0,0.0,10.0,37
Philosophy and Social Science,SOCIOL,SOCIOL 1,3522,LIVINGS G S,1.0,3.0,2.0,5.0,14.0,0.0,0.0,0.0,0.0,8.0,33
Philosophy and Social Science,SOCIOL,SOCIOL 1,3573,CALDERON‐ZAKS M A,12.0,8.0,8.0,4.0,2.0,4.0,0.0,0.0,0.0,5.0,43
Philosophy and Social Science,SOCIOL,SOCIOL 1,4474,SCAIFE M L,7.0,11.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,37
Philosophy and Social Science,SOCIOL,SOCIOL 1,4475,ZIFF E B,26.0,17.0,9.0,4.0,5.0,1.0,0.0,0.0,0.0,7.0,69
Philosophy and Social Science,SOCIOL,SOCIOL 1,4476,PHILLIPS K M,8.0,11.0,14.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,45
Philosophy and Social Science,SOCIOL,SOCIOL 2,3369,SCAIFE M L,10.0,10.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,4.0,44
Philosophy and Social Science,SOCIOL,SOCIOL 2S,3370,D DEL PICCOLO G L,6.0,13.0,6.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,35
Philosophy and Social Science,SOCIOL,SOCIOL 4,3371,LIVINGS G S,11.0,13.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,40
Philosophy and Social Science,SOCIOL,SOCIOL 12,3372,ZIFF E B,16.0,15.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,6.0,44
Philosophy and Social Science,SOCIOL,SOCIOL 30,3373,MASSEY R A,12.0,9.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,36
Philosophy and Social Science,SOCIOL,SOCIOL 31,3374,ROMO R,24.0,8.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,49
Philosophy and Social Science,SOCIOL,SOCIOL 32,3375,WILLIAMS LEON T K,20.0,6.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,43
Philosophy and Social Science,SOCIOL,SOCIOL 33,3376,MASSEY R A,19.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,39
Philosophy and Social Science,SOCIOL,SOCIOL 33,3377,LIVINGS G S,17.0,15.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0,17.0,77
Philosophy and Social Science,SOCIOL,SOCIOL 34,3378,CALDERON‐ZAKS M A,7.0,15.0,6.0,1.0,3.0,3.0,0.0,0.0,0.0,4.0,39
Philosophy and Social Science,SOCIOL,SOCIOL 88A,3379,SCHULTZ C K,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Philosophy and Social Science,SOCIOL,SOCIOL 88B,3380,SCHULTZ C K,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Philosophy and Social Science,WOM ST,WOM ST 10,3451,MANOFF R J,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24
Philosophy and Social Science,WOM ST,WOM ST 10,3452,KLEIN M C,31.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
Philosophy and Social Science,WOM ST,WOM ST 10,3453,KLEIN M C,26.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,43
Philosophy and Social Science,WOM ST,WOM ST 10,3454,CUEVA B M,30.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41
Philosophy and Social Science,WOM ST,WOM ST 10,4497,SUTTON D J,21.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,43
Philosophy and Social Science,WOM ST,WOM ST 20,3455,CUEVA B M,25.0,10.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,42
Philosophy and Social Science,WOM ST,WOM ST 88B,3457,SCHULTZ C K,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Photography and Fashion,AHIS,AHIS 52,1091,FIER B,1.0,1.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,5.0,29
Photography and Fashion,AHIS,AHIS 52,1092,FIER B,3.0,6.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,9.0,33
Photography and Fashion,FASHN,FASHN 1,2361,IVAS L,14.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,8.0,34
Photography and Fashion,FASHN,FASHN 1,2362,IVAS L,19.0,7.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,39
Photography and Fashion,FASHN,FASHN 1,2363,KOLKO S R,2.0,8.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,4.0,30
Photography and Fashion,FASHN,FASHN 1,2364,ARMSTRONG R W,10.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,29
Photography and Fashion,FASHN,FASHN 1,4210,ARMSTRONG R W,17.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,33
Photography and Fashion,FASHN,FASHN 1,4211,ARDELL J B,13.0,6.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,2.0,34
Photography and Fashion,FASHN,FASHN 2,2365,LAKE R G,15.0,6.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,35
Photography and Fashion,FASHN,FASHN 2,2366,ARMSTRONG R W,14.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,29
Photography and Fashion,FASHN,FASHN 3,2367,KHACHMANYAN S,3.0,3.0,3.0,1.0,6.0,0.0,0.0,1.0,0.0,8.0,25
Photography and Fashion,FASHN,FASHN 3,2368,ALLEN A,8.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29
Photography and Fashion,FASHN,FASHN 3,2369,RAIN B L,3.0,8.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,24
Photography and Fashion,FASHN,FASHN 5,2370,LOUIS L N,19.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32
Photography and Fashion,FASHN,FASHN 5,3531,KOLKO S R,6.0,15.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,31
Photography and Fashion,FASHN,FASHN 6A,2371,KHACHMANYAN S,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,16
Photography and Fashion,FASHN,FASHN 6A,2372,RAIN B L,5.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,24
Photography and Fashion,FASHN,FASHN 6B,2373,COOKE E,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,14
Photography and Fashion,FASHN,FASHN 7,2374,LAKE R G,8.0,10.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,27
Photography and Fashion,FASHN,FASHN 8,2375,ARMSTRONG J I,20.0,10.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,39
Photography and Fashion,FASHN,FASHN 8,4212,REINER H G,9.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,27
Photography and Fashion,FASHN,FASHN 9A,3535,REINER H G,7.0,3.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,26
Photography and Fashion,FASHN,FASHN 9A,4213,ARMSTRONG J I,15.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31
Photography and Fashion,FASHN,FASHN 9B,4214,ARMSTRONG J I,7.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13
Photography and Fashion,FASHN,FASHN 10,2376,BOYADZHYAN M,3.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24
Photography and Fashion,FASHN,FASHN 13,2377,ARDELL J B,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,13
Photography and Fashion,FASHN,FASHN 14,2378,LEWIS K,2.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,13
Photography and Fashion,FASHN,FASHN 15,2379,IVAS L,16.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,29
Photography and Fashion,FASHN,FASHN 18,4216,ARMSTRONG R W,14.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,22
Photography and Fashion,FASHN,FASHN 19,4217,KOLKO S R,9.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25
Photography and Fashion,FASHN,FASHN 20,2381,IVAS L,24.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,32
Photography and Fashion,FASHN,FASHN 88B,2383,IVAS L,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Photography and Fashion,FASHN,FASHN 90A,2384,IVAS L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Photography and Fashion,FASHN,FASHN 90B,2385,IVAS L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Photography and Fashion,PHOTO,PHOTO 1,3165,MYERS A D,17.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,34
Photography and Fashion,PHOTO,PHOTO 1,3166,MANGUS E P,23.0,8.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,4.0,44
Photography and Fashion,PHOTO,PHOTO 1,3167,SHATTO M M,4.0,6.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,31
Photography and Fashion,PHOTO,PHOTO 1,3168,MCDONALD S D,5.0,3.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,28
Photography and Fashion,PHOTO,PHOTO 1,3169,MYERS A D,18.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,45
Photography and Fashion,PHOTO,PHOTO 1,3170,GREGORY C M,5.0,8.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,26
Photography and Fashion,PHOTO,PHOTO 1,3171,GREGORY C M,8.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,29
Photography and Fashion,PHOTO,PHOTO 1,3172,WITHERS J J,3.0,12.0,7.0,2.0,7.0,0.0,0.0,1.0,0.0,7.0,39
Photography and Fashion,PHOTO,PHOTO 1,3173,THAWLEY J,3.0,8.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,13.0,33
Photography and Fashion,PHOTO,PHOTO 1,3174,SHATTO M M,2.0,8.0,4.0,2.0,9.0,1.0,1.0,0.0,0.0,7.0,34
Photography and Fashion,PHOTO,PHOTO 1,3175,MOHR C D,4.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,25
Photography and Fashion,PHOTO,PHOTO 1,3176,MANGUS E P,25.0,10.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,43
Photography and Fashion,PHOTO,PHOTO 1,4410,LEDFORD T M,10.0,3.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,6.0,32
Photography and Fashion,PHOTO,PHOTO 1,4412,THAWLEY J,6.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,29
Photography and Fashion,PHOTO,PHOTO 1,4413,SLOWINSKI R,4.0,11.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,4.0,35
Photography and Fashion,PHOTO,PHOTO 1,4415,SHORT W R,8.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,31
Photography and Fashion,PHOTO,PHOTO 2,3177,SANSERI J D,8.0,4.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,28
Photography and Fashion,PHOTO,PHOTO 2,3178,VALESELLA M D,4.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,15
Photography and Fashion,PHOTO,PHOTO 2,4416,VALESELLA M D,4.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,18
Photography and Fashion,PHOTO,PHOTO 2,4417,MOULTON S A,9.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,23
Photography and Fashion,PHOTO,PHOTO 5,3179,CALZATTI N,5.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,3.0,20
Photography and Fashion,PHOTO,PHOTO 5,3181,HESKETH J C,4.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,21
Photography and Fashion,PHOTO,PHOTO 5,3182,LOWCOCK F E,5.0,3.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,6.0,26
Photography and Fashion,PHOTO,PHOTO 5,4418,MCDONALD S D,7.0,8.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,23
Photography and Fashion,PHOTO,PHOTO 21,4419,RICHARDSON J W,4.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,16
Photography and Fashion,PHOTO,PHOTO 29,4420,LOWE JR L D,9.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,21
Photography and Fashion,PHOTO,PHOTO 30,3186,MOHR C D,3.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24
Photography and Fashion,PHOTO,PHOTO 30,4421,ANDERSON DA,7.0,8.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,27
Photography and Fashion,PHOTO,PHOTO 31,3187,WITHERS J J,1.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,17
Photography and Fashion,PHOTO,PHOTO 32,3188,SANSERI J D,3.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,18
Photography and Fashion,PHOTO,PHOTO 33,4422,SANSERI J D,3.0,11.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,30
Photography and Fashion,PHOTO,PHOTO 37,4423,MOULTON S A,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17
Photography and Fashion,PHOTO,PHOTO 39,3189,LOWCOCK F E,2.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,23
Photography and Fashion,PHOTO,PHOTO 39,4424,WITHERS J J,5.0,9.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,23
