Department,Subject,Course,Section,Instructor,A,B,C,D,F,NP,P,IX,RD,EW,W,Total
Design Technology,ANIM,ANIM 2,4016,KEESHEN J F,14,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24
Design Technology,ANIM,ANIM 3,1132,FRIA C T,3,8,1,0.0,5,0.0,0.0,0.0,0.0,0.0,7,24
Design Technology,ANIM,ANIM 3,1133,FRIA C T,5,5,5,0.0,7,0.0,0.0,0.0,0.0,0.0,2,24
Design Technology,ANIM,ANIM 4,1134,KLAUTKY E K,14,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22
Design Technology,ANIM,ANIM 4,4017,KEESHEN J F,13,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25
Design Technology,ANIM,ANIM 5,1135,POIRIER N P,20,3,1,0.0,1,0.0,0.0,4,0.0,0.0,3,32
Design Technology,ANIM,ANIM 18,1136,MESSER J H,5,6,2,0.0,0.0,0.0,0.0,7,0.0,0.0,2,22
Design Technology,ANIM,ANIM 19,1137,MESSER J H,10,10,2,0.0,0.0,0.0,0.0,2,0.0,0.0,2,26
Design Technology,ANIM,ANIM 21,1138,DAVIS J A,8,2,3,0.0,3,0.0,0.0,0.0,0.0,0.0,6,22
Design Technology,ANIM,ANIM 22,1139,DAVIS J A,9,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,18
Design Technology,ANIM,ANIM 31,4018,WILLIAMS V J,11,2,2,0.0,3,0.0,0.0,1,0.0,0.0,1,20
Design Technology,ANIM,ANIM 32,1140,PHAN H N,5,3,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,7,20
Design Technology,ANIM,ANIM 35,1141,FRIA C T,8,3,2,1,2,0.0,0.0,0.0,0.0,0.0,5,21
Design Technology,ANIM,ANIM 37,4019,WILLIAMS V J,14,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,6,24
Design Technology,ANIM,ANIM 38,1142,FRIA C T,11,3,1,0.0,2,0.0,0.0,0.0,0.0,0.0,6,23
Design Technology,ANIM,ANIM 41,1143,BROWN S S,21,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25
Design Technology,ANIM,ANIM 42,1144,KLAUTKY E K,9,9,3,2,0.0,0.0,0.0,0.0,0.0,0.0,2,25
Design Technology,ANIM,ANIM 75,1145,NAGEL J G,5,12,5,1,2,0.0,0.0,0.0,0.0,0.0,3,28
Design Technology,ANIM,ANIM 88A,3620,FRIA C T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Design Technology,ANIM,ANIM 88C,3622,FRIA C T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Design Technology,DMPOST,DMPOST 1,4122,LOUIE W B,17,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,8,30
Design Technology,DMPOST,DMPOST 2,1897,JAVELOSA D A,16,3,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3,23
Design Technology,DMPOST,DMPOST 2,1898,JAVELOSA D A,11,6,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,5,25
Design Technology,DMPOST,DMPOST 3,1899,LOUIE W B,12,3,3,0.0,3,0.0,0.0,1,0.0,0.0,1,23
Design Technology,DMPOST,DMPOST 3,1900,LOUIE W B,8,6,2,0.0,2,0.0,0.0,0.0,0.0,0.0,6,24
Design Technology,DMPOST,DMPOST 3,4123,LOUIE W B,8,3,3,0.0,0.0,0.0,0.0,3,0.0,0.0,4,21
Design Technology,DMPOST,DMPOST 22,4124,BEASLEY F,8,4,2,1,2,0.0,1,0.0,0.0,0.0,4,22
Design Technology,DMPOST,DMPOST 23,1901,PLATT H H,4,3,6,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,16
Design Technology,DMPOST,DMPOST 30,1902,LOUIE W B,9,4,1,0.0,2,0.0,0.0,0.0,0.0,0.0,7,23
Design Technology,DMPOST,DMPOST 31,4125,UZAN D,8,4,2,0.0,4,0.0,1,0.0,0.0,0.0,2,21
Design Technology,DMPOST,DMPOST 88,3628,FRIA C T,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Design Technology,ET,ET 42,2390,JAVELOSA D A,13,5,0.0,1,1,0.0,0.0,0.0,0.0,0.0,4,24
Design Technology,ET,ET 42,2391,JAVELOSA D A,8,4,2,0.0,2,0.0,0.0,0.0,0.0,0.0,4,20
Design Technology,ET,ET 44,2392,JAVELOSA D A,12,4,1,0.0,3,0.0,0.0,0.0,0.0,0.0,2,22
Design Technology,ET,ET 88A,2393,FRIA C T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Design Technology,GR DES,GR DES 18,2500,VRUWINK N R,20,2,1,0.0,4,1,0.0,1,0.0,0.0,3,32
Design Technology,GR DES,GR DES 18,2501,VRUWINK N R,15,1,1,0.0,4,0.0,0.0,0.0,0.0,0.0,2,23
Design Technology,GR DES,GR DES 18,4199,MACGILLIVRAY I J,3,5,1,1,1,0.0,0.0,6,0.0,0.0,3,20
Design Technology,GR DES,GR DES 31,2502,VRUWINK N R,14,3,1,0.0,4,0.0,0.0,0.0,0.0,0.0,5,27
Design Technology,GR DES,GR DES 31,2503,BADUEL Z M,6,4,2,0.0,3,0.0,1,0.0,0.0,0.0,2,18
Design Technology,GR DES,GR DES 31,4200,BADUEL Z M,9,6,3,0.0,1,0.0,0.0,0.0,0.0,0.0,3,22
Design Technology,GR DES,GR DES 31,4201,BADUEL Z M,6,0.0,3,1,1,0.0,0.0,0.0,0.0,0.0,6,17
Design Technology,GR DES,GR DES 33,2504,VRUWINK N R,18,1,2,0.0,1,0.0,0.0,1,0.0,0.0,2,25
Design Technology,GR DES,GR DES 33,3593,VRUWINK N R,18,2,1,0.0,2,0.0,0.0,0.0,0.0,0.0,6,29
Design Technology,GR DES,GR DES 34,2505,TURNER L J,10,7,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3,21
Design Technology,GR DES,GR DES 34,2506,MAZZARA E,11,5,4,0.0,3,0.0,0.0,0.0,0.0,0.0,4,27
Design Technology,GR DES,GR DES 35,2507,ROBINSON K C,10,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,24
Design Technology,GR DES,GR DES 35,2508,ROBINSON K C,10,6,2,0.0,0.0,0.0,0.0,1,0.0,0.0,4,23
Design Technology,GR DES,GR DES 38,2509,BADUEL Z M,8,9,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1,20
Design Technology,GR DES,GR DES 38,4202,BADUEL Z M,7,6,2,0.0,2,0.0,0.0,0.0,0.0,0.0,3,20
Design Technology,GR DES,GR DES 41,2510,DONON S G,8,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,7,19
Design Technology,GR DES,GR DES 41,4203,DONON S G,8,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,22
Design Technology,GR DES,GR DES 43,4204,TANAKA BONITA R,15,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,19
Design Technology,GR DES,GR DES 50,2511,TANAKA BONITA R,23,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,28
Design Technology,GR DES,GR DES 51,2512,HILL R L,11,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4,19
Design Technology,GR DES,GR DES 60,2513,JOHNSON L D,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,20
Design Technology,GR DES,GR DES 60,2514,JOHNSON L D,15,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,5,24
Design Technology,GR DES,GR DES 61,2515,BOYDEN L,15,2,0.0,0.0,1,0.0,1,0.0,1,0.0,2,22
Design Technology,GR DES,GR DES 61,2516,JOHNSON L D,9,3,3,0.0,1,0.0,0.0,0.0,0.0,0.0,3,19
Design Technology,GR DES,GR DES 61,4205,VACARRA J W,12,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,19
Design Technology,GR DES,GR DES 62,2517,PATEL B,7,1,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,7,18
Design Technology,GR DES,GR DES 62,3646,ANVARI S S,9,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18
Design Technology,GR DES,GR DES 64,2518,CHAN N R,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,24
Design Technology,GR DES,GR DES 64,2519,CHAN N R,19,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2,24
Design Technology,GR DES,GR DES 65,2520,TORRES H,19,2,1,0.0,1,0.0,0.0,0.0,0.0,0.0,2,25
Design Technology,GR DES,GR DES 65,2521,TRIVIZA A,6,2,1,1,1,0.0,0.0,0.0,0.0,0.0,7,18
Design Technology,GR DES,GR DES 66,2522,SAFIOULLINE M,4,3,2,2,1,0.0,0.0,0.0,0.0,1,3,16
Design Technology,GR DES,GR DES 66,2523,BESLER I H,5,5,2,0.0,2,0.0,0.0,1,0.0,0.0,4,19
Design Technology,GR DES,GR DES 67,2524,SAFIOULLINE M,5,3,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10
Design Technology,GR DES,GR DES 71,4207,KELLEY M,19,4,1,0.0,2,0.0,0.0,0.0,0.0,0.0,2,28
Design Technology,GR DES,GR DES 71,4208,GERDS E L,13,5,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,3,23
Design Technology,GR DES,GR DES 71B,4209,HEATON W B,3,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13
Design Technology,GR DES,GR DES 75,2525,BESLER I H,7,6,5,0.0,0.0,0.0,0.0,1,0.0,0.0,11,30
Design Technology,GR DES,GR DES 76,2526,ANVARI S S,21,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,27
Design Technology,GR DES,GR DES 90A,2528,CHAN N R,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
Design Technology,GR DES,GR DES 90C,2530,CHAN N R,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2,3
Design Technology,INTARC,INTARC 28B,2611,CAMBRON J,11,3,1,0.0,2,0.0,0.0,1,0.0,0.0,5,23
Design Technology,INTARC,INTARC 28B,4213,CAMBRON J,15,4,1,1,1,0.0,0.0,0.0,0.0,0.0,6,28
Design Technology,INTARC,INTARC 31,2612,CAMBRON J,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,19
Design Technology,INTARC,INTARC 31,2613,MAGNO H R,15,4,1,0.0,3,0.0,0.0,0.0,0.0,0.0,4,27
Design Technology,INTARC,INTARC 34,2614,NOONAN I,17,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3,22
Design Technology,INTARC,INTARC 34,2615,ADAIR J S,6,3,3,0.0,5,0.0,0.0,0.0,0.0,0.0,5,22
Design Technology,INTARC,INTARC 34B,2616,CORDOVA S A,17,4,1,0.0,2,0.0,0.0,0.0,0.0,0.0,3,27
Design Technology,INTARC,INTARC 34B,2617,CORDOVA S A,14,2,2,0.0,6,0.0,0.0,0.0,0.0,0.0,3,27
Design Technology,INTARC,INTARC 35,2618,ADAIR J S,10,4,1,1,3,0.0,0.0,0.0,0.0,0.0,4,23
Design Technology,INTARC,INTARC 36,2619,GREGORY D K,11,6,2,1,2,0.0,0.0,0.0,0.0,0.0,2,24
Design Technology,INTARC,INTARC 37,2620,DUNPHY B E,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,23
Design Technology,INTARC,INTARC 38,4214,CAMBRON J,11,1,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,7,22
Design Technology,INTARC,INTARC 40,2621,HAO J Y,7,4,2,0.0,0.0,0.0,0.0,0.0,0.0,1,3,17
Design Technology,INTARC,INTARC 45,2622,CORDOVA S A,10,3,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,15
Design Technology,INTARC,INTARC 50,2623,HAO J Y,4,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,25
Design Technology,INTARC,INTARC 65,4215,GONZALEZ ROJAS D,14,5,2,0.0,1,0.0,0.0,0.0,0.0,0.0,3,25
Design Technology,INTARC,INTARC 90B,2626,CORDOVA S A,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
Design Technology,IXD,IXD 310,5401,CHAN N R,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26
Design Technology,IXD,IXD 350,5402,SAFIOULLINE M,16,7,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,26
Design Technology,IXD,IXD 370,5403,JOHNSON L D,16,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
Design Technology,IXD,IXD 450,5001,CHAN N R,21,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
Design Technology,IXD,IXD 460,5404,SAFIOULLINE M,11,6,5,0.0,0.0,0.0,2,1,0.0,0.0,0.0,25
Design Technology,IXD,IXD 483,5009,CHAN N R,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Design Technology,COUNS,COUNS 12H,1692,DEUEL E M,3,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,3,9
Design Technology,COUNS,COUNS 13H,1693,PEARCE MI,0.0,0.0,0.0,0.0,0.0,2,5,0.0,0.0,0.0,3,10
Design Technology,COUNS,COUNS 15H,1695,DEUEL E M,3,1,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,9
Design Technology,COUNS,COUNS 21H,1762,THROCKMORTON E M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1
Design Technology,COUNS,COUNS 22H,1763,THROCKMORTON E M,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
Design Technology,COUNS,COUNS 26,1765,THROCKMORTON E M,0.0,0.0,0.0,0.0,0.0,1,0.0,3,0.0,0.0,1,5
Design Technology,COUNS,COUNS 51,1772,FEINGOLD H,0.0,0.0,0.0,0.0,0.0,0.0,10,4,0.0,0.0,2,16
Design Technology,COUNS,COUNS 52,1773,FEINGOLD H,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0.0,0.0,0.0,6
Design Technology,COUNS,COUNS 53,1774,TERUYA S,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3
Design Technology,COUNS,COUNS 54,1775,AXELROD L,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,2,7
Design Technology,COUNS,COUNS 56,1776,AXELROD L,0.0,0.0,0.0,0.0,0.0,1,5,0.0,0.0,0.0,0.0,6
Design Technology,COUNS,COUNS 57,1777,TERUYA S,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1,3
Design Technology,COUNS,COUNS 59,1780,COURTO L,0.0,0.0,0.0,0.0,0.0,2,2,2,0.0,0.0,0.0,6
Design Technology,COUNS,COUNS 921,7014,THROCKMORTON E M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Earth Science,ANTHRO,ANTHRO 1,1146,HARADON C M,22,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,25
Earth Science,ANTHRO,ANTHRO 1,1147,LEWIS B S,5,9,4,3,5,3,0.0,0.0,0.0,0.0,15,44
Earth Science,ANTHRO,ANTHRO 1,1148,RASHIDI J S,26,3,6,2,3,0.0,0.0,0.0,0.0,0.0,6,46
Earth Science,ANTHRO,ANTHRO 1,1149,LEWIS B S,6,10,4,5,4,0.0,0.0,1,0.0,0.0,14,44
Earth Science,ANTHRO,ANTHRO 1,1150,HARADON C M,34,6,1,1,0.0,0.0,1,0.0,0.0,0.0,0.0,43
Earth Science,ANTHRO,ANTHRO 1,1151,HARADON C M,27,7,4,0.0,2,0.0,2,0.0,0.0,0.0,2,44
Earth Science,ANTHRO,ANTHRO 2,1152,MINZENBERG E G,16,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3,27
Earth Science,ANTHRO,ANTHRO 2,1153,DENMAN J F,5,8,9,0.0,6,0.0,2,0.0,0.0,0.0,12,42
Earth Science,ANTHRO,ANTHRO 2,1154,GREBLER G,30,8,2,0.0,4,0.0,0.0,0.0,0.0,0.0,2,46
Earth Science,ANTHRO,ANTHRO 2,1155,DENMAN J F,12,11,9,0.0,1,0.0,0.0,1,0.0,0.0,6,40
Earth Science,ANTHRO,ANTHRO 2,1156,MINZENBERG E G,18,11,12,0.0,0.0,0.0,1,0.0,0.0,0.0,4,46
Earth Science,ANTHRO,ANTHRO 2,1157,MINZENBERG E G,17,11,5,3,1,0.0,0.0,0.0,0.0,0.0,9,46
Earth Science,ANTHRO,ANTHRO 2,4020,DENMAN J F,12,14,5,1,4,0.0,1,0.0,0.0,0.0,4,41
Earth Science,ANTHRO,ANTHRO 2,4021,ZANE W W,8,10,3,4,3,1,0.0,0.0,0.0,0.0,11,40
Earth Science,ANTHRO,ANTHRO 3,1158,LEWIS B S,15,14,2,3,1,0.0,0.0,0.0,0.0,0.0,9,44
Earth Science,ANTHRO,ANTHRO 3,1159,LEWIS B S,12,14,2,5,2,1,0.0,0.0,0.0,0.0,5,41
Earth Science,ANTHRO,ANTHRO 4,1160,LEWIS B S,6,7,10,2,3,0.0,0.0,0.0,0.0,0.0,9,37
Earth Science,ANTHRO,ANTHRO 5,1161,BREWSTER C P,14,9,0.0,2,0.0,0.0,1,0.0,0.0,0.0,2,28
Earth Science,ANTHRO,ANTHRO 5,1162,FELDMEIER K J,19,6,4,0.0,2,0.0,0.0,0.0,0.0,0.0,2,33
Earth Science,ANTHRO,ANTHRO 5,1163,RASHIDI J S,17,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31
Earth Science,ANTHRO,ANTHRO 7,4022,COHEN M M,28,6,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,41
Earth Science,ANTHRO,ANTHRO 9,1164,FELDMEIER K J,18,11,5,0.0,4,0.0,0.0,0.0,0.0,0.0,1,39
Earth Science,ANTHRO,ANTHRO 10,1165,BREWSTER C P,6,19,6,5,5,0.0,0.0,0.0,0.0,0.0,5,46
Earth Science,ANTHRO,ANTHRO 14,1166,ZANE W W,14,5,6,3,1,1,1,0.0,0.0,0.0,13,44
Earth Science,ANTHRO,ANTHRO 19,1167,GREBLER G,24,7,4,1,1,0.0,0.0,0.0,0.0,0.0,6,43
Earth Science,ANTHRO,ANTHRO 22,1168,ZANE W W,9,9,4,2,2,0.0,4,0.0,0.0,0.0,10,40
Earth Science,ASTRON,ASTRON 1,1240,SOBEL H,2,5,1,0.0,1,0.0,0.0,0.0,29,0.0,3,41
Earth Science,ASTRON,ASTRON 1,1241,SCHWARTZ M J,28,6,2,2,1,0.0,0.0,0.0,0.0,0.0,1,40
Earth Science,ASTRON,ASTRON 1,1242,BALM S P,6,21,10,1,2,0.0,1,0.0,0.0,0.0,4,45
Earth Science,ASTRON,ASTRON 1,1243,BALM S P,16,17,6,2,1,0.0,1,0.0,0.0,0.0,0.0,43
Earth Science,ASTRON,ASTRON 1,3736,VANDEN HEUVEL A,5,22,6,1,1,0.0,1,0.0,0.0,0.0,10,46
Earth Science,ASTRON,ASTRON 1,4034,SALAMA A H,18,7,7,0.0,2,0.0,0.0,0.0,0.0,0.0,6,40
Earth Science,ASTRON,ASTRON 2,1244,BALM S P,15,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
Earth Science,ASTRON,ASTRON 2,1245,SCHWARTZ M J,30,8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,41
Earth Science,ASTRON,ASTRON 2,4035,UDDIN S,14,12,14,0.0,1,0.0,1,0.0,0.0,0.0,2,44
Earth Science,ASTRON,ASTRON 2,4036,SALAMA A H,18,8,7,1,2,1,0.0,0.0,0.0,0.0,7,44
Earth Science,ASTRON,ASTRON 3,1246,SOBEL H,1,5,12,7,1,0.0,0.0,0.0,1,0.0,5,32
Earth Science,ASTRON,ASTRON 3,1247,VANDEN HEUVEL A,15,13,5,1,1,0.0,1,0.0,0.0,0.0,0.0,36
Earth Science,ASTRON,ASTRON 3,1248,BALM S P,11,13,4,0.0,4,0.0,0.0,0.0,0.0,0.0,3,35
Earth Science,ASTRON,ASTRON 3,1249,BALM S P,13,10,5,1,4,0.0,0.0,0.0,0.0,0.0,2,35
Earth Science,ASTRON,ASTRON 4,1250,SCHWARTZ M J,13,7,7,2,0.0,0.0,1,0.0,0.0,0.0,0.0,30
Earth Science,ASTRON,ASTRON 4,1251,GOLDBAUM J M,2,10,6,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,19
Earth Science,ASTRON,ASTRON 4,1252,SCHWARTZ M J,14,5,2,3,1,1,1,0.0,0.0,0.0,4,31
Earth Science,ASTRON,ASTRON 5,4037,SALAMA A H,12,9,10,1,4,0.0,0.0,0.0,0.0,0.0,8,44
Earth Science,ASTRON,ASTRON 6,1253,FOUTS G A,8,13,7,2,5,0.0,1,0.0,0.0,0.0,7,43
Earth Science,ENVRN,ENVRN 7,4165,LEDDY G,17,9,3,0.0,1,0.0,0.0,0.0,0.0,0.0,7,37
Earth Science,ERTHSC,ERTHSC 88A,2340,MINZENBERG E G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Earth Science,ERTHSC,ERTHSC 88,2343,MINZENBERG E G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Earth Science,GEOG,GEOG 1,2469,KRANZ J,6,16,10,2,2,0.0,0.0,0.0,0.0,0.0,4,40
Earth Science,GEOG,GEOG 1,4188,COPE J A,14,11,5,1,7,0.0,0.0,0.0,0.0,0.0,4,42
Earth Science,GEOG,GEOG 1,4189,ROBINSON C M,25,6,5,0.0,4,0.0,0.0,0.0,0.0,0.0,4,44
Earth Science,GEOG,GEOG 2,2470,ABATE A,11,10,7,1,6,0.0,0.0,0.0,0.0,0.0,5,40
Earth Science,GEOG,GEOG 2,2471,ABATE A,8,6,8,6,7,0.0,0.0,0.0,0.0,0.0,5,40
Earth Science,GEOG,GEOG 3,2472,LIU J,25,11,4,0.0,2,0.0,0.0,0.0,0.0,0.0,2,44
Earth Science,GEOG,GEOG 5,2473,OWENS R,20,11,1,1,2,0.0,1,0.0,0.0,0.0,1,37
Earth Science,GEOG,GEOG 5,2474,LIU J,18,4,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,24
Earth Science,GEOG,GEOG 5,2475,O'KEEFE R,11,4,9,2,0.0,0.0,1,0.0,0.0,0.0,4,31
Earth Science,GEOG,GEOG 5,4190,WHITE T M,8,4,6,2,3,0.0,3,0.0,0.0,0.0,9,35
Earth Science,GEOG,GEOG 5,4191,PRINDLE M R,20,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,35
Earth Science,GEOG,GEOG 7,4192,LEDDY G,2,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,7
Earth Science,GEOG,GEOG 8,2476,MORRIS P S,4,2,2,2,2,0.0,0.0,0.0,0.0,0.0,2,14
Earth Science,GEOG,GEOG 8,2477,MORRIS P S,1,3,4,2,1,0.0,0.0,0.0,0.0,0.0,3,14
Earth Science,GEOG,GEOG 11,2478,MORRIS P S,13,4,3,1,2,0.0,1,0.0,0.0,0.0,3,27
Earth Science,GEOG,GEOG 11,2479,MORRIS P S,6,5,5,2,6,0.0,0.0,0.0,0.0,0.0,3,27
Earth Science,GEOG,GEOG 14,2480,MORRIS P S,9,12,4,1,9,0.0,0.0,0.0,0.0,0.0,7,42
Earth Science,GEOG,GEOG 20,4193,LIU J,6,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,8
Earth Science,GEOG,GEOG 23,4194,LIU J,3,0.0,0.0,0.0,6,0.0,0.0,1,0.0,0.0,0.0,10
Earth Science,GEOL,GEOL 1,4195,GRIPPO A,7,19,3,0.0,3,1,0.0,0.0,0.0,0.0,0.0,33
Earth Science,GEOL,GEOL 3,2481,MELENDEZ C,20,10,3,0.0,2,0.0,1,0.0,0.0,0.0,2,38
Earth Science,GEOL,GEOL 4,2482,MELENDEZ C,18,4,3,0.0,2,1,2,0.0,0.0,0.0,3,33
Earth Science,GEOL,GEOL 4,2483,COLLINS L E,18,7,4,1,2,0.0,0.0,0.0,0.0,0.0,2,34
Earth Science,GEOL,GEOL 4,2484,HALL J M,25,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,36
Earth Science,GEOL,GEOL 4,2485,COLLINS L E,14,10,5,4,2,0.0,0.0,0.0,0.0,0.0,0.0,35
Earth Science,GEOL,GEOL 4,2486,MELENDEZ C,19,2,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,23
Earth Science,GEOL,GEOL 5,2487,GRIPPO A,6,8,2,2,2,0.0,4,0.0,0.0,0.0,7,31
Earth Science,GEOL,GEOL 31,2488,COLLINS L E,27,5,2,2,4,0.0,0.0,1,0.0,0.0,2,43
Earth Science,GIS,GIS 20,4197,LIU J,12,2,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,18
Earth Science,GIS,GIS 23,4198,LIU J,4,0.0,0.0,0.0,1,0.0,1,6,0.0,0.0,0.0,12
Earth Science,GIS,GIS 26,2491,OWENS R,9,0.0,0.0,0.0,6,1,0.0,1,0.0,0.0,2,19
Earth Science,GLOBAL,GLOBAL 11,2497,MORRIS P S,4,3,4,0.0,3,0.0,0.0,0.0,0.0,0.0,1,15
Earth Science,GLOBAL,GLOBAL 11,2498,MORRIS P S,3,2,9,1,1,0.0,0.0,0.0,0.0,0.0,5,21
Earth Science,RRM,RRM 1,3439,CHARLES V H,15,7,1,2,5,0.0,0.0,0.0,0.0,0.0,3,33
Earth Science,RRM,RRM 2,4373,CHARLES V H,12,3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,2,22
Earth Science,RRM,RRM 3,3440,HULS J M,32,0.0,8,0.0,0.0,0.0,1,0.0,0.0,0.0,2,43
Earth Science,RRM,RRM 4,4374,SASU S,22,4,1,1,9,0.0,0.0,0.0,0.0,0.0,4,41
Earth Science,SST,SST 901,7046,CHARLES V H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Earth Science,SST,SST 909,7048,GREBLER G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Earth Science,URBAN,URBAN 8,3527,MORRIS P S,5,4,3,4,1,0.0,0.0,0.0,0.0,0.0,8,25
Earth Science,URBAN,URBAN 8,3528,MORRIS P S,2,5,5,2,3,0.0,0.0,0.0,0.0,0.0,6,23
Education and Early Childhood,DANCE,DANCE 75,4121,WOLIN-TUPAS R L,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10
Education and Early Childhood,ECE,ECE 2,1903,MILLER CA L,13,6,3,1,2,0.0,0.0,0.0,0.0,0.0,7,32
Education and Early Childhood,ECE,ECE 2,1904,POURROY D M,27,3,2,0.0,1,0.0,0.0,0.0,0.0,0.0,1,34
Education and Early Childhood,ECE,ECE 2,1905,ANDREWS T D,17,2,2,4,2,0.0,0.0,0.0,0.0,0.0,4,31
Education and Early Childhood,ECE,ECE 2,1906,MOSLEY K R,14,2,2,1,2,0.0,0.0,0.0,0.0,0.0,4,25
Education and Early Childhood,ECE,ECE 2,1907,POURROY D M,24,1,2,0.0,1,0.0,0.0,0.0,0.0,0.0,4,32
Education and Early Childhood,ECE,ECE 2,4126,MILLER CA L,10,6,4,1,3,0.0,0.0,0.0,0.0,0.0,7,31
