Department,Subject,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,W,EW,Total
English,ENGL,ENGL 1,2067,DIXON M J,9.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,23
English,ENGL,ENGL 1,2068,KEMPER D E,10.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,22
English,ENGL,ENGL 1,2069,CAGGIANO S E,7.0,7.0,2.0,1.0,8.0,0.0,1.0,1.0,4.0,3.0,34
English,ENGL,ENGL 1,2070,MENTON K T,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,21
English,ENGL,ENGL 1,2071,GONZALEZ S G,9.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,21
English,ENGL,ENGL 1,2072,CRAMER T R,11.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,25
English,ENGL,ENGL 1,2073,YOUNG W H,1.0,3.0,2.0,1.0,9.0,0.0,0.0,0.0,3.0,1.0,20
English,ENGL,ENGL 1,2074,MEIR N K,3.0,5.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,20
English,ENGL,ENGL 1,2075,GARNICA A M,0.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0,2.0,22
English,ENGL,ENGL 1,3370,MILLER N A,0.0,6.0,2.0,0.0,5.0,0.0,2.0,0.0,2.0,4.0,21
English,ENGL,ENGL 1,3371,ORTIZ J,10.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,21
English,ENGL,ENGL 1,3377,PHILLIPS L K,4.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,5.0,2.0,19
English,ENGL,ENGL 1,3380,ORR P L,5.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,4.0,0.0,21
English,ENGL,ENGL 1,3384,BALACANAO D J,9.0,3.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,24
English,ENGL,ENGL 1,3386,ORR P L,2.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,3.0,21
English,ENGL,ENGL 1,3389,CASEY A N,9.0,6.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,23
English,ENGL,ENGL 1,3395,CASEY A N,10.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22
English,ENGL,ENGL 1,3397,MARTIN KI,6.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,4.0,3.0,23
English,ENGL,ENGL 1,3399,HARRISON A,5.0,5.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,3.0,23
English,ENGL,ENGL 1,3400,LEINEN S E,8.0,1.0,6.0,2.0,3.0,2.0,0.0,0.0,7.0,6.0,35
English,ENGL,ENGL 1,3401,VAZQUEZ LU,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,18
English,ENGL,ENGL 1,3416,MILLER N A,2.0,5.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,20
English,ENGL,ENGL 1,3428,PEEPLES R A,15.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,2.0,35
English,ENGL,ENGL 1,3436,LEINEN S E,6.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,14.0,0.0,32
English,ENGL,ENGL 1,3475,SANDOVAL A,9.0,4.0,2.0,2.0,10.0,0.0,1.0,0.0,0.0,5.0,33
English,ENGL,ENGL 1,3490,TRAYNHAM K,6.0,9.0,1.0,0.0,10.0,0.0,0.0,0.0,4.0,6.0,36
English,ENGL,ENGL 1,3502,GONZALEZ S G,7.0,5.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,4.0,24
English,ENGL,ENGL 1,4089,EDELMANN C,7.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,21
English,ENGL,ENGL 1D,2152,HAMADA M J,11.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,24
English,ENGL,ENGL 2,2078,GILDNER B J,16.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,25
English,ENGL,ENGL 2,2080,OVERALL S J,2.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,18
English,ENGL,ENGL 2,2081,PEEPLES R A,25.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,29
English,ENGL,ENGL 2,2082,LIVANIS L,3.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,21
English,ENGL,ENGL 2,2083,BELL S L,6.0,3.0,0.0,0.0,10.0,0.0,1.0,0.0,2.0,2.0,24
English,ENGL,ENGL 2,2084,IRELAND S P,19.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,27
English,ENGL,ENGL 2,2085,DRISCOLL L V,9.0,5.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,27
English,ENGL,ENGL 2,2086,KARRON R,5.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,24
English,ENGL,ENGL 2,2087,OVERALL S J,3.0,6.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,22
English,ENGL,ENGL 2,2088,HERTZ U L,3.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,25
English,ENGL,ENGL 2,2089,GILDNER B J,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,24
English,ENGL,ENGL 2,2090,DESAI D H,11.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,26
English,ENGL,ENGL 2,2091,ARMS E D,12.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,23
English,ENGL,ENGL 2,2092,LIVANIS L,4.0,4.0,7.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,25
English,ENGL,ENGL 2,2093,PEEPLES R A,20.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,28
English,ENGL,ENGL 2,2094,PADILLA M R,18.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,28
English,ENGL,ENGL 2,2095,BELL S L,13.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,3.0,25
English,ENGL,ENGL 2,2096,JOHNSON D J,12.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,21
English,ENGL,ENGL 2,2097,BUMBERA N J,7.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,25
English,ENGL,ENGL 2,2098,HERTZ U L,4.0,11.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,23
English,ENGL,ENGL 2,2099,ROBINSON B,18.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,24
English,ENGL,ENGL 2,2100,GILDNER B J,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,25
English,ENGL,ENGL 2,2101,MEIR N K,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
English,ENGL,ENGL 2,2102,MEEKS C,6.0,3.0,4.0,3.0,1.0,0.0,1.0,1.0,4.0,1.0,24
English,ENGL,ENGL 2,2103,HALL J E,17.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24
English,ENGL,ENGL 2,2104,DOUCET W J,11.0,9.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,28
English,ENGL,ENGL 2,2105,ROBINSON B,18.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25
English,ENGL,ENGL 2,2106,IRELAND S P,15.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,25
English,ENGL,ENGL 2,2107,OVERALL S J,3.0,7.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,21
English,ENGL,ENGL 2,2108,PADILLA M R,15.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,27
English,ENGL,ENGL 2,2109,DAVIS C V,8.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,24
English,ENGL,ENGL 2,2111,BUMBERA N J,13.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,22
English,ENGL,ENGL 2,2112,BARHAM A C,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,25
English,ENGL,ENGL 2,2113,CASEY A N,11.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,25
English,ENGL,ENGL 2,2114,EDELMANN C,5.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,21
English,ENGL,ENGL 2,2115,MURPHY E M,14.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,23
English,ENGL,ENGL 2,2116,MATTESSICH S N,14.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,27
English,ENGL,ENGL 2,2117,BUMBERA N J,9.0,8.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,23
English,ENGL,ENGL 2,2118,BARHAM A C,21.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,27
English,ENGL,ENGL 2,2119,JANAKOS L D,8.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,22
English,ENGL,ENGL 2,2120,ESPINOSA A A,7.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,24
English,ENGL,ENGL 2,2121,DAVISON  IV G S,17.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,25
English,ENGL,ENGL 2,2122,DAVISON  IV G S,11.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,25
English,ENGL,ENGL 2,2123,CRAMER T R,18.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,26
English,ENGL,ENGL 2,2124,ESPINOSA A A,8.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,24
English,ENGL,ENGL 2,2125,CRAMER T R,14.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24
English,ENGL,ENGL 2,2126,OLVEY K,12.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,24
English,ENGL,ENGL 2,2127,ONUGHA E L,21.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24
English,ENGL,ENGL 2,2128,GONZALEZ M,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,23
English,ENGL,ENGL 2,2129,HARRISON A,4.0,7.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,21
English,ENGL,ENGL 2,2130,ENGELMANN D S,19.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25
English,ENGL,ENGL 2,2131,WEATHERFORD K,14.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,25
English,ENGL,ENGL 2,2132,WEATHERFORD K,11.0,5.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,25
English,ENGL,ENGL 2,2133,BLACKWELL N,8.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,20
English,ENGL,ENGL 2,2134,VISHWANADHA H,2.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,5.0,20
English,ENGL,ENGL 2,2135,BLACKWELL N,8.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,22
English,ENGL,ENGL 2,2136,MISAGHI A M,14.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,24
English,ENGL,ENGL 2,2137,MISAGHI A M,16.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,25
English,ENGL,ENGL 2,2138,HOTSINPILLER MA,7.0,5.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,4.0,23
English,ENGL,ENGL 2,2139,ARIEFF D E,17.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25
English,ENGL,ENGL 2,2140,ADAMS J J,4.0,5.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,3.0,22
English,ENGL,ENGL 2,2141,ARIEFF D E,8.0,7.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,24
English,ENGL,ENGL 2,2142,ADAMS J J,3.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,8.0,23
English,ENGL,ENGL 2,2143,GONZALEZ M,17.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,23
English,ENGL,ENGL 2,2144,JANAKOS L D,10.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,24
English,ENGL,ENGL 2,3376,ROSS M S,5.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,25
English,ENGL,ENGL 2,3378,LEMON W R,8.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,20
English,ENGL,ENGL 2,3417,LEMON W R,5.0,8.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,21
English,ENGL,ENGL 2,3466,SIMS H C,9.0,10.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,27
English,ENGL,ENGL 2,3491,LEMON W R,7.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,20
English,ENGL,ENGL 2,3507,HARRISON A,4.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,1.0,3.0,17
English,ENGL,ENGL 2,4090,ENGELMANN D S,18.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24
English,ENGL,ENGL 2,4091,MURPHY E M,15.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,25
English,ENGL,ENGL 5,2146,DRISCOLL L V,19.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,32
English,ENGL,ENGL 5,2147,OLVEY K,17.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,32
English,ENGL,ENGL 7,2148,ONUGHA E L,23.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,34
English,ENGL,ENGL 8,2149,ARMS E D,15.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,26
English,ENGL,ENGL 10,2150,GRIFFY W J,7.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,16
English,ENGL,ENGL 15,2151,MURPHY E M,17.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,30
English,ENGL,ENGL 23,2153,HAMADA M J,6.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,26
English,ENGL,ENGL 24,2154,HIOUREAS E C,7.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,20
English,ENGL,ENGL 26,2155,HASSMAN T,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
English,ENGL,ENGL 26,3313,HASSMAN T,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
English,ENGL,ENGL 28,2156,KRUG J M,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,1.0,25
English,ENGL,ENGL 28,2157,LIVANIS L,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,5.0,0.0,24
English,ENGL,ENGL 28,2158,WRIGHT N E,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,3.0,6.0,23
English,ENGL,ENGL 28,2159,GONZALEZ M,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,1.0,0.0,20
English,ENGL,ENGL 28,2160,DURAN A,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,2.0,2.0,25
English,ENGL,ENGL 28,2162,COLMER I H,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,3.0,5.0,19
English,ENGL,ENGL 28,2163,NELSON P M,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,3.0,0.0,23
English,ENGL,ENGL 28,2164,HIOUREAS E C,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,3.0,1.0,21
English,ENGL,ENGL 28,2165,HERBERT S,0.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,0.0,2.0,31
English,ENGL,ENGL 28,2166,NELSON LAUNA A,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,3.0,5.0,21
English,ENGL,ENGL 28,2167,COLMER I H,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,3.0,3.0,23
English,ENGL,ENGL 28,2168,OLVEY K,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,5.0,3.0,23
English,ENGL,ENGL 28,2169,SIMS H C,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,1.0,1.0,20
English,ENGL,ENGL 28,2170,VAZQUEZ LU,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,2.0,4.0,27
English,ENGL,ENGL 28,2171,OLVEY K,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,7.0,2.0,25
English,ENGL,ENGL 28,2172,LIVANIS L,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.0,1.0,25
English,ENGL,ENGL 28,2173,DIXON M J,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,2.0,3.0,25
English,ENGL,ENGL 28,2174,WEATHERFORD K C,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,4.0,1.0,25
English,ENGL,ENGL 28,2175,GONZALEZ M,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,1.0,5.0,25
English,ENGL,ENGL 28,2176,HERNANDEZ J K,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,4.0,25
English,ENGL,ENGL 28,2177,O'HARA D M,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,3.0,3.0,23
English,ENGL,ENGL 28,2178,NELSON LAUNA A,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,4.0,2.0,20
English,ENGL,ENGL 28,2179,DIAZ D M,0.0,0.0,0.0,0.0,0.0,8.0,13.0,2.0,1.0,1.0,25
English,ENGL,ENGL 28,2180,SANDOVAL A,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,4.0,1.0,20
English,ENGL,ENGL 28,2181,HERBERT S,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,27
English,ENGL,ENGL 28,2182,HIOUREAS E C,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,2.0,5.0,25
English,ENGL,ENGL 28,2183,COLMER I H,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,4.0,3.0,23
English,ENGL,ENGL 28,2184,BLACKWELL N,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,6.0,3.0,23
English,ENGL,ENGL 28,2185,MARTIN KI,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,2.0,2.0,24
English,ENGL,ENGL 28,2186,HIOUREAS E C,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,7.0,2.0,25
English,ENGL,ENGL 28,2187,ROBINSON B,0.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,1.0,1.0,25
English,ENGL,ENGL 28,2188,BARHAM A C,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,4.0,1.0,26
English,ENGL,ENGL 28,2189,BARHAM A C,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,2.0,2.0,23
English,ENGL,ENGL 28,2190,DOUCET W J,0.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,1.0,2.0,28
English,ENGL,ENGL 28,2191,WRIGHT N E,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,5.0,3.0,25
English,ENGL,ENGL 28,2192,DOUCET W J,0.0,0.0,0.0,0.0,0.0,12.0,3.0,3.0,4.0,1.0,23
English,ENGL,ENGL 28,2193,SCHNITZLER A P,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,6.0,25
English,ENGL,ENGL 28,2194,SCHNITZLER A P,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,14.0,3.0,24
English,ENGL,ENGL 28,2195,CARDENAS T P,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,6.0,2.0,23
English,ENGL,ENGL 28,2196,JAMES K R,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,5.0,19
English,ENGL,ENGL 28,2197,JAMES K R,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,7.0,2.0,22
English,ENGL,ENGL 28,2198,PEEPLES R A,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,1.0,1.0,25
English,ENGL,ENGL 28,2199,PEEPLES R A,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,6.0,25
English,ENGL,ENGL 28,2201,ESPINOSA A A,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,7.0,2.0,20
English,ENGL,ENGL 28,2202,ESPINOSA A A,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,5.0,3.0,18
English,ENGL,ENGL 28,2203,JONES S T,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,6.0,2.0,24
English,ENGL,ENGL 28,2204,GARNICA A M,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,4.0,0.0,25
English,ENGL,ENGL 28,3372,ORTIZ J,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,6.0,0.0,21
English,ENGL,ENGL 28,3381,ORR P L,0.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,4.0,0.0,21
English,ENGL,ENGL 28,3387,ORR P L,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,7.0,3.0,21
English,ENGL,ENGL 28,3398,MARTIN KI,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,4.0,3.0,23
English,ENGL,ENGL 28,3402,VAZQUEZ LU,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,1.0,18
English,ENGL,ENGL 30A,2205,PADILLA M R,18.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,29
English,ENGL,ENGL 30A,4093,DOUCET W J,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,27
English,ENGL,ENGL 30A,4094,ARIEFF D E,4.0,4.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,8.0,25
English,ENGL,ENGL 30A,4095,PADILLA M R,9.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,17
English,ENGL,ENGL 30A,4096,ROBINSON B,17.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,24
English,ENGL,ENGL 30B,2206,PADILLA M R,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
English,ENGL,ENGL 30B,4097,DOUCET W J,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
English,ENGL,ENGL 30B,4098,ARIEFF D E,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5
English,ENGL,ENGL 30B,4099,PADILLA M R,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8
English,ENGL,ENGL 30B,4100,ROBINSON B,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6
English,ENGL,ENGL 31,2207,CAGGIANO S E,6.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,6.0,3.0,22
English,ENGL,ENGL 40,2208,DAVISON  IV G S,14.0,2.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,2.0,29
English,ENGL,ENGL 50,2209,CARDENAS T P,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,3.0,30
English,ENGL,ENGL 51,2210,MEYER E E,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
English,ENGL,ENGL 61,2211,DEL GEORGE D K,15.0,3.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,5.0,33
English,ENGL,ENGL 62,2212,VISHWANADHA H,2.0,6.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,4.0,26
English,HUM,HUM 26,2443,HASSMAN T,13.0,5.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,27
English,HUM,HUM 26,3314,HASSMAN T,14.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,24
English,REL ST,REL ST 51,3180,MEYER E E,8.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,25
ESL,ESL,ESL 10G,2224,KOENIG GOLOMBE,3.0,5.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,17
ESL,ESL,ESL 10G,2225,MARASCO J A,3.0,8.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,22
ESL,ESL,ESL 10G,3435,TORREZ P J,10.0,10.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26
ESL,ESL,ESL 10W,2226,SPECTOR A L,7.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,20
ESL,ESL,ESL 10W,4102,STEIN J R,6.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,16
ESL,ESL,ESL 10W,4249,DYKMAN P C,3.0,6.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,21
ESL,ESL,ESL 11A,2227,KIM E,3.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,21
ESL,ESL,ESL 11A,2228,GRAZIADEI K N,12.0,13.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,35
ESL,ESL,ESL 11A,2229,KAHN A B,6.0,5.0,3.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,23
ESL,ESL,ESL 11A,2230,MARASCO J A,4.0,9.0,7.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,25
ESL,ESL,ESL 14B,2231,MARASCO J A,14.0,11.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,34
ESL,ESL,ESL 15,2232,BOSTWICK L H,17.0,6.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,31
ESL,ESL,ESL 16A,2233,STIVENER M,6.0,7.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,23
ESL,ESL,ESL 16B,2234,KUNIMOTO T A,11.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,24
ESL,ESL,ESL 16C,2235,YENSER S J,9.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,20
ESL,ESL,ESL 19A,2236,IBARAKI A T,4.0,6.0,6.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,24
ESL,ESL,ESL 19A,2237,IBARAKI A T,8.0,9.0,7.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,36
ESL,ESL,ESL 19A,2239,STIVENER M,5.0,6.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,24
ESL,ESL,ESL 19A,2240,IBARAKI A T,3.0,4.0,5.0,1.0,2.0,7.0,1.0,0.0,2.0,0.0,25
ESL,ESL,ESL 19A,2241,YENSER S J,6.0,6.0,4.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,24
ESL,ESL,ESL 19A,3459,LERNIHAN V,7.0,3.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,17
ESL,ESL,ESL 19B,2242,WOLFE R A,5.0,3.0,5.0,0.0,2.0,2.0,4.0,1.0,2.0,1.0,25
ESL,ESL,ESL 19B,2243,KUNIMOTO T A,5.0,6.0,1.0,1.0,0.0,6.0,0.0,0.0,4.0,1.0,24
