Department,Subject,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,W,EW,Total
ESL,ESL,ESL 19B,2244,LEVEQUE V F,11.0,4.0,3.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,26
ESL,ESL,ESL 19B,2245,KAHN A B,6.0,8.0,4.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,26
ESL,ESL,ESL 19B,2246,LEVEQUE V F,11.0,4.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,24
ESL,ESL,ESL 19B,2247,WOLFE R A,2.0,0.0,5.0,0.0,3.0,6.0,4.0,0.0,3.0,0.0,23
ESL,ESL,ESL 19B,3359,PERSON J,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24
ESL,ESL,ESL 20A,2248,ARMSTRONG P,1.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,17
ESL,ESL,ESL 28,2249,STEIN J R,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8
Health Science,HEALTH,HEALTH 61,2380,MAYORGA A,6.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,23
Health Science,HEALTH,HEALTH 61,2381,YAMADA P,18.0,11.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0,42
Health Science,NURSNG,NURSNG 1,2852,POY T,2.0,12.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,30
Health Science,NURSNG,NURSNG 1L,2853,WILLIAMS C D,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 1L,2854,MACKEY M,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7
Health Science,NURSNG,NURSNG 1L,2855,DENNIS C,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 1L,2856,ELLIS E G,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,8
Health Science,NURSNG,NURSNG 2,2857,FLORES B B,0.0,14.0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,33
Health Science,NURSNG,NURSNG 2L,2858,MARGOLES A S,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,7
Health Science,NURSNG,NURSNG 2L,2859,DENNIS C,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 2L,2860,ISLAS V I,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,9
Health Science,NURSNG,NURSNG 2L,2861,NUNEZ M G,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9
Health Science,NURSNG,NURSNG 3,2862,YAMADA P,3.0,18.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35
Health Science,NURSNG,NURSNG 3L,2863,YAMADA P,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9
Health Science,NURSNG,NURSNG 3L,2864,MARGOLES A S,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,10
Health Science,NURSNG,NURSNG 3L,2865,REYNOLDS W,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 3L,2866,SMITH J M,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 4,2867,UDEOZOR VA,4.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36
Health Science,NURSNG,NURSNG 4L,2868,UDEOZOR VA,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10
Health Science,NURSNG,NURSNG 4L,2869,HAWK E Y,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,10
Health Science,NURSNG,NURSNG 4L,2870,HAWK E Y,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9
Health Science,NURSNG,NURSNG 4L,2871,PEREZ W A,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 5,2872,UDEOZOR VA,0.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37
Health Science,NURSNG,NURSNG 5L,2873,DIAZ C Y,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7
Health Science,NURSNG,NURSNG 5L,2874,PARK SE M,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7
Health Science,NURSNG,NURSNG 5L,2875,UDEOZOR VA,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,8
Health Science,NURSNG,NURSNG 5L,2876,JOSE JI,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5
Health Science,NURSNG,NURSNG 5L,2877,ALVARADO R,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10
Health Science,NURSNG,NURSNG 6,2878,MORRISON S,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Health Science,NURSNG,NURSNG 6,2879,MORRISON S,1.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
Health Science,NURSNG,NURSNG 6L,2880,SMITH D L,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6
Health Science,NURSNG,NURSNG 6L,2881,SMITH TR,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4
Health Science,NURSNG,NURSNG 6L,2882,ANANDA P,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6
Health Science,NURSNG,NURSNG 6L,2883,SMITH D L,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6
Health Science,NURSNG,NURSNG 6L,2884,SMITH TR,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4
Health Science,NURSNG,NURSNG 6L,2885,ANANDA P,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9
Health Science,NURSNG,NURSNG 7,2886,YAMADA P,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
Health Science,NURSNG,NURSNG 7,2887,YAMADA P,0.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Health Science,NURSNG,NURSNG 7L,2888,YAMADA P,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7
Health Science,NURSNG,NURSNG 7L,2889,BELISARIO K A,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5
Health Science,NURSNG,NURSNG 7L,2890,BELISARIO K A,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 7L,2891,YAMADA P,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 7L,2892,BELISARIO K A,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 8,2894,FLORES B B,1.0,19.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34
Health Science,NURSNG,NURSNG 8L,2895,POY T,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 8L,2896,FLORES B B,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7
Health Science,NURSNG,NURSNG 8L,2897,HOFTEIG J K,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10
Health Science,NURSNG,NURSNG 8L,2898,MAYORGA A,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,9
Health Science,NURSNG,NURSNG 9,2899,FLORES B B,9.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
Health Science,NURSNG,NURSNG 9L,2900,ROBINSON-JOSHWA S M,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12
Health Science,NURSNG,NURSNG 9L,2901,FLORES B B,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10
Health Science,NURSNG,NURSNG 9L,3373,POY T,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10
Health Science,NURSNG,NURSNG 17,2902,MORRISON S,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
Health Science,NURSNG,NURSNG 17,2903,MORRISON S,15.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,39
Health Science,NURSNG,NURSNG 36,2904,MARGOLES A S,17.0,7.0,3.0,2.0,2.0,2.0,1.0,0.0,5.0,2.0,41
Health Science,NURSNG,NURSNG 36,2905,MARGOLES A S,9.0,6.0,3.0,2.0,3.0,0.0,0.0,0.0,5.0,3.0,31
Health Science,NURSNG,NURSNG 36,2906,MARGOLES A S,12.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,25
Health Science,RC,RC 1,3151,SANTANA S A,9.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17
Health Science,RC,RC 1L,3159,SANTANA S A,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Health Science,RC,RC 1L,3160,ACEVEDO J O,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Health Science,RC,RC 1L,3161,HANGES K,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Health Science,RC,RC 2,3152,SANTANA S A,0.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,17
Health Science,RC,RC 2L,3163,COREA A,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Health Science,RC,RC 2L,3164,BALONKITA J,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Health Science,RC,RC 2L,3165,COREA A,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Health Science,RC,RC 2L,3166,SANTANA S A,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
Health Science,RC,RC 3,3153,WELCH M A,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,16
Health Science,RC,RC 3L,3168,MENCHACA-PEREZ,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5
Health Science,RC,RC 3L,3169,COREA A,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Health Science,RC,RC 3L,3170,BALONKITA J,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Health Science,RC,RC 4,3154,ROTHFELD A F,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,18
Health Science,RC,RC 10,3155,WELCH M A,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Health Science,RC,RC 10L,3171,KIYOHARA M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Health Science,RC,RC 10L,3172,ACEVEDO J O,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Health Science,RC,RC 11,3156,SANTANA S A,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Health Science,RC,RC 11L,3174,MENCHACA-PEREZ,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Health Science,RC,RC 11L,3175,ACEVEDO J O,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Health Science,RC,RC 12,3157,ROTHFELD A F,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Health Science,RC,RC 13,3158,MENCHACA-PEREZ,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Health Science,RC,RC 13L,3177,COREA A,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Health Science,RC,RC 13L,3179,BALONKITA J,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
History,ENVRN,ENVRN 14,2220,YEGANEHSHAKIB,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22
History,ENVRN,ENVRN 32,2221,FOUSER D C,15.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,28
History,ETH ST,ETH ST 1,2256,SHAW T A,25.0,10.0,2.0,0.0,5.0,0.0,1.0,4.0,0.0,2.0,49
History,ETH ST,ETH ST 1,2257,RODRIGUEZ J M,36.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,45
History,ETH ST,ETH ST 1,2258,SHAW T A,24.0,8.0,3.0,1.0,8.0,0.0,0.0,1.0,0.0,2.0,47
History,ETH ST,ETH ST 1,2259,RODRIGUEZ J M,41.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,46
History,ETH ST,ETH ST 1,2260,SHAW T A,31.0,9.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,47
History,ETH ST,ETH ST 1,2261,SHAW T A,28.0,4.0,5.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,44
History,ETH ST,ETH ST 1,2262,SHAW T A,25.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,40
History,ETH ST,ETH ST 1,2263,RODRIGUEZ J M,24.0,7.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,39
History,ETH ST,ETH ST 1,2264,RODRIGUEZ J M,31.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,41
History,ETH ST,ETH ST 1,2265,RODRIGUEZ J M,26.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,40
History,ETH ST,ETH ST 1,3374,SERNA E,26.0,2.0,3.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,43
History,ETH ST,ETH ST 1,3375,SERNA E,18.0,10.0,1.0,0.0,4.0,1.0,0.0,0.0,6.0,2.0,42
History,HIST,HIST 1,2382,BYRNE D,13.0,13.0,8.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,42
History,HIST,HIST 1,2383,KENT M L,26.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,41
History,HIST,HIST 1,2384,BENNETT H M,13.0,12.0,5.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,45
History,HIST,HIST 1,2385,STILES C L,30.0,6.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,45
History,HIST,HIST 1,2386,STILES C L,34.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,45
History,HIST,HIST 1,2387,BYRNE D,8.0,10.0,5.0,2.0,7.0,0.0,2.0,0.0,1.0,3.0,38
History,HIST,HIST 1,2388,BENNETT H M,9.0,12.0,2.0,3.0,8.0,0.0,0.0,0.0,4.0,2.0,40
History,HIST,HIST 1,2389,VERLET M C,5.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,9.0,4.0,30
History,HIST,HIST 1,3298,VERLET M C,7.0,4.0,6.0,2.0,3.0,1.0,1.0,0.0,6.0,3.0,33
History,HIST,HIST 2,2390,BYRNE D,11.0,10.0,8.0,0.0,9.0,2.0,0.0,0.0,3.0,1.0,44
History,HIST,HIST 2,2391,BENNETT H M,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27
History,HIST,HIST 2,2392,BENNETT H M,23.0,8.0,2.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,44
History,HIST,HIST 2,2393,STILES C L,35.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,47
History,HIST,HIST 2,2395,STILES C L,34.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,43
History,HIST,HIST 3,2396,STILES C L,26.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,38
History,HIST,HIST 6,2397,GARCIA R M,16.0,5.0,3.0,0.0,10.0,0.0,0.0,1.0,1.0,3.0,39
History,HIST,HIST 10,2398,HAMILTON J,26.0,5.0,4.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,44
History,HIST,HIST 10,2399,MAYNC T M,16.0,9.0,3.0,2.0,6.0,0.0,3.0,0.0,2.0,3.0,44
History,HIST,HIST 10,2400,CRUZ J S,18.0,5.0,1.0,11.0,0.0,0.0,0.0,0.0,4.0,3.0,42
History,HIST,HIST 10,2401,MAYNC T M,18.0,14.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,46
History,HIST,HIST 10,2402,CRUZ J S,12.0,9.0,6.0,7.0,0.0,0.0,0.0,1.0,2.0,3.0,40
History,HIST,HIST 10,2403,HAMILTON J,16.0,3.0,7.0,1.0,11.0,0.0,0.0,0.0,1.0,4.0,43
History,HIST,HIST 10,2404,HAMILTON J,13.0,7.0,6.0,1.0,10.0,0.0,2.0,0.0,1.0,3.0,43
History,HIST,HIST 10,2405,MAYNC T M,12.0,11.0,5.0,0.0,4.0,0.0,1.0,0.0,1.0,6.0,40
History,HIST,HIST 10,2406,COHEN J T,23.0,5.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,4.0,42
History,HIST,HIST 10,2407,SLAUGHTER M A,20.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,10.0,46
History,HIST,HIST 10,2408,COHEN J T,23.0,8.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,5.0,45
History,HIST,HIST 10,3423,SLAUGHTER M A,18.0,7.0,5.0,1.0,8.0,0.0,0.0,0.0,1.0,4.0,44
History,HIST,HIST 10,3425,HAMILTON J,26.0,8.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,5.0,48
History,HIST,HIST 11,2409,REILLY B J,14.0,7.0,3.0,1.0,3.0,0.0,1.0,0.0,15.0,0.0,44
History,HIST,HIST 11,2410,LYNCH S H,17.0,6.0,6.0,0.0,6.0,0.0,0.0,2.0,7.0,3.0,47
History,HIST,HIST 11,2411,REILLY B J,17.0,5.0,2.0,0.0,4.0,0.0,2.0,0.0,12.0,2.0,44
History,HIST,HIST 11,2412,BOLELLI D,9.0,26.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,46
History,HIST,HIST 11,2413,MCMILLEN R,36.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,43
History,HIST,HIST 11,2414,VANBENSCHOTEN,3.0,3.0,2.0,1.0,9.0,0.0,0.0,0.0,7.0,7.0,32
History,HIST,HIST 11,2415,MCMILLEN R,22.0,6.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,1.0,40
History,HIST,HIST 11,2416,SKRIABIN G,34.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,40
History,HIST,HIST 11,3327,REILLY B J,21.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,7.0,2.0,43
History,HIST,HIST 11,3484,VANBENSCHOTEN,6.0,1.0,4.0,1.0,4.0,1.0,1.0,0.0,3.0,12.0,33
History,HIST,HIST 12,2420,CHI J S,19.0,24.0,7.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,62
History,HIST,HIST 12,2421,LYNCH S H,20.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,42
History,HIST,HIST 12,2422,MANOFF R J,29.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,45
History,HIST,HIST 12,2423,VANBENSCHOTEN,8.0,4.0,5.0,1.0,7.0,0.0,1.0,0.0,6.0,4.0,36
History,HIST,HIST 12,2424,GOLDER L,32.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,46
History,HIST,HIST 14,2425,YEGANEHSHAKIB,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22
History,HIST,HIST 16,2429,HAMILTON J,16.0,5.0,3.0,1.0,5.0,0.0,1.0,0.0,5.0,4.0,40
History,HIST,HIST 16,2430,HAMILTON J,19.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,3.0,36
History,HIST,HIST 22,2431,YEGANEHSHAKIB,35.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,45
History,HIST,HIST 28,2433,BENNETT H M,17.0,7.0,3.0,0.0,7.0,0.0,0.0,0.0,3.0,4.0,41
History,HIST,HIST 32,2434,FOUSER D C,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,12
History,HIST,HIST 33,2435,REILLY B J,13.0,3.0,1.0,1.0,6.0,2.0,2.0,0.0,11.0,1.0,40
History,HIST,HIST 34,2437,REILLY B J,11.0,3.0,4.0,1.0,6.0,1.0,0.0,0.0,6.0,3.0,35
History,HIST,HIST 41,2438,BOLELLI D,14.0,14.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,42
History,HIST,HIST 43,2439,MORENO M,24.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,40
History,HIST,HIST 53,2440,BOLELLI D,17.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,10.0,1.0,37
Athletics and Kinesiology,HEALTH,HEALTH 10,2371,STRONG L M,13.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,32
Athletics and Kinesiology,HEALTH,HEALTH 10,2372,CHAVEZ E C,24.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,37
Athletics and Kinesiology,HEALTH,HEALTH 10,2373,HANK M E,28.0,3.0,6.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,44
Athletics and Kinesiology,HEALTH,HEALTH 10,2375,HANK M E,27.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,42
Athletics and Kinesiology,HEALTH,HEALTH 10,2376,ESKRIDGE B M,35.0,6.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,52
Athletics and Kinesiology,HEALTH,HEALTH 10,2377,METZLER K A,33.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,44
Athletics and Kinesiology,HEALTH,HEALTH 10,3468,STRONG L M,12.0,8.0,5.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,35
Athletics and Kinesiology,HEALTH,HEALTH 10,3494,KAUFMAN D,10.0,4.0,2.0,0.0,5.0,0.0,1.0,0.0,1.0,3.0,26
Athletics and Kinesiology,HEALTH,HEALTH 11,2379,SHIMA T H,22.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,8.0,38
Athletics and Kinesiology,KIN PE,KIN PE 2,2480,METZLER K A,30.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,41
Athletics and Kinesiology,KIN PE,KIN PE 2,3346,HANK M E,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9
Athletics and Kinesiology,KIN PE,KIN PE 3,2481,METZLER K A,29.0,5.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,2.0,45
Athletics and Kinesiology,KIN PE,KIN PE 4,2482,METZLER K A,23.0,3.0,4.0,0.0,9.0,0.0,0.0,1.0,2.0,2.0,44
Athletics and Kinesiology,KIN PE,KIN PE 5A,2483,SEYMOUR P S,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Athletics and Kinesiology,KIN PE,KIN PE 5B,2484,SEYMOUR P S,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
Athletics and Kinesiology,KIN PE,KIN PE 9A,2485,BRAY M S,26.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,34
Athletics and Kinesiology,KIN PE,KIN PE 10A,2488,BRAY M S,13.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,24
Athletics and Kinesiology,KIN PE,KIN PE 10A,2489,SHICKMAN T D,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,23
Athletics and Kinesiology,KIN PE,KIN PE 10A,2490,SHICKMAN T D,16.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,24
Athletics and Kinesiology,KIN PE,KIN PE 10A,2491,LEDWITH K F,19.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,28
Athletics and Kinesiology,KIN PE,KIN PE 11A,2492,SEYMOUR P S,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,21
Athletics and Kinesiology,KIN PE,KIN PE 11A,2493,SEYMOUR P S,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16
Athletics and Kinesiology,KIN PE,KIN PE 11A,2494,SHICKMAN T D,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,18
Athletics and Kinesiology,KIN PE,KIN PE 11B,2495,SEYMOUR P S,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Athletics and Kinesiology,KIN PE,KIN PE 11B,2496,SHICKMAN T D,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Athletics and Kinesiology,KIN PE,KIN PE 11B,3333,SEYMOUR P S,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
Athletics and Kinesiology,KIN PE,KIN PE 11C,2497,SEYMOUR P S,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Athletics and Kinesiology,KIN PE,KIN PE 11C,2498,SILVA L,17.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,26
Athletics and Kinesiology,KIN PE,KIN PE 11C,2499,MOSICH N W,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Athletics and Kinesiology,KIN PE,KIN PE 11N,2500,MOSICH N W,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Athletics and Kinesiology,KIN PE,KIN PE 12,2501,HANK M E,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
Athletics and Kinesiology,KIN PE,KIN PE 16A,2502,EASTCOTT M B,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,22
Athletics and Kinesiology,KIN PE,KIN PE 16A,2503,EASTCOTT M B,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,20
Athletics and Kinesiology,KIN PE,KIN PE 16B,2504,EASTCOTT M B,11.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,16
Athletics and Kinesiology,KIN PE,KIN PE 17,2505,STRONG L M,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,27
Athletics and Kinesiology,KIN PE,KIN PE 29A,2506,CHAVEZ E C,22.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,3.0,33
Athletics and Kinesiology,KIN PE,KIN PE 29A,4128,HUNER K A,12.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,18
Athletics and Kinesiology,KIN PE,KIN PE 29B,4129,HUNER K A,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11
Athletics and Kinesiology,KIN PE,KIN PE 34A,2507,BAGHDASARIAN G,12.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,24
